interaction_id,customer_id,interaction_date,channel,interaction_type,interaction_outcome
I0001199,C000769,2025-01-08,BRANCH,GENERAL_QUERY,ESCALATED
I0001200,C000774,2026-02-03,SMS,PAYMENT_REMINDER,ESCALATED
I0001201,C000467,2026-07-25,APP,COLLECTION,ESCALATED
I0001202,C000868,2026-06-06,SMS,GENERAL_QUERY,ESCALATED
I0001203,C000901,2026-07-13,BRANCH,COMPLAINT,ESCALATED
I0001204,C000814,2024-10-20,EMAIL,PAYMENT_REMINDER,ESCALATED
I0001205,C000498,2026-05-31,CALL,COMPLAINT,ESCALATED
I0001206,C000057,2025-03-16,SMS,COMPLAINT,ESCALATED
I0001207,C000575,2024-11-24,CALL,GENERAL_QUERY,PENDING
I0001208,C000070,2025-06-17,EMAIL,LOAN_QUERY,ESCALATED
I0001209,C000188,2026-08-24,APP,COLLECTION,RESOLVED
I0001210,C000446,2025-11-02,APP,COLLECTION,RESOLVED
I0001211,C000692,2025-12-26,BRANCH,GENERAL_QUERY,RESOLVED
I0001212,C000927,2026-05-01,CALL,COLLECTION,PENDING
I0001213,C000354,2025-01-02,SMS,PAYMENT_REMINDER,ESCALATED
I0001214,C000450,2025-05-31,APP,GENERAL_QUERY,ESCALATED
I0001215,C000062,2025-10-25,EMAIL,COLLECTION,ESCALATED
I0001216,C000845,2025-04-21,BRANCH,COMPLAINT,PENDING
I0001217,C000105,2026-01-03,CALL,COLLECTION,ESCALATED
I0001218,C000798,2026-07-01,APP,COLLECTION,PENDING
I0001219,C000280,2026-07-24,EMAIL,LOAN_QUERY,RESOLVED
I0001220,C000654,2024-09-29,BRANCH,COMPLAINT,ESCALATED
I0001221,C000631,2025-09-15,SMS,GENERAL_QUERY,ESCALATED
I0001222,C000245,2025-02-11,BRANCH,PAYMENT_REMINDER,PENDING
I0001223,C000674,2026-07-03,SMS,COLLECTION,PENDING
I0001224,C000284,2025-05-16,CALL,LOAN_QUERY,RESOLVED
I0001225,C000470,2025-01-13,CALL,COLLECTION,RESOLVED
I0001226,C000005,2024-10-17,EMAIL,LOAN_QUERY,RESOLVED
I0001227,C000479,2025-03-11,BRANCH,COMPLAINT,PENDING
I0001228,C000818,2024-11-29,EMAIL,PAYMENT_REMINDER,PENDING
I0001229,C000759,2025-11-27,BRANCH,GENERAL_QUERY,RESOLVED
I0001230,C000360,2026-04-16,APP,COLLECTION,RESOLVED
I0001231,C000863,2025-08-23,BRANCH,PAYMENT_REMINDER,ESCALATED
I0001232,C000335,2026-02-14,SMS,PAYMENT_REMINDER,ESCALATED
I0001233,C000068,2025-09-08,CALL,LOAN_QUERY,ESCALATED
I0001234,C000477,2025-09-16,EMAIL,COLLECTION,PENDING
I0001235,C000128,2025-04-25,EMAIL,COLLECTION,ESCALATED
I0001236,C000302,2025-11-03,CALL,LOAN_QUERY,PENDING
I0001237,C000011,2025-08-21,SMS,COLLECTION,ESCALATED
I0001238,C000156,2025-09-08,EMAIL,COLLECTION,RESOLVED
I0001239,C000740,2025-06-24,EMAIL,PAYMENT_REMINDER,PENDING
I0001240,C000073,2026-01-02,CALL,LOAN_QUERY,RESOLVED
I0001241,C000016,2025-06-26,BRANCH,COMPLAINT,ESCALATED
I0001242,C000619,2024-12-13,APP,PAYMENT_REMINDER,ESCALATED
I0001243,C000428,2026-02-07,BRANCH,GENERAL_QUERY,RESOLVED
I0001244,C000976,2025-05-13,APP,LOAN_QUERY,PENDING
I0001245,C000756,2024-11-06,BRANCH,COLLECTION,RESOLVED
I0001246,C000115,2025-10-19,BRANCH,LOAN_QUERY,PENDING
I0001247,C000653,2026-08-15,APP,PAYMENT_REMINDER,RESOLVED
I0001248,C000570,2025-08-12,EMAIL,PAYMENT_REMINDER,PENDING
I0001249,C000698,2026-04-12,EMAIL,LOAN_QUERY,PENDING
I0001250,C000523,2025-04-11,EMAIL,GENERAL_QUERY,RESOLVED
I0001251,C000610,2026-08-23,CALL,PAYMENT_REMINDER,ESCALATED
I0001252,C000180,2026-03-03,CALL,COLLECTION,ESCALATED
I0001253,C000080,2025-10-26,CALL,LOAN_QUERY,RESOLVED
I0001254,C000833,2026-03-30,CALL,GENERAL_QUERY,RESOLVED
I0001255,C000602,2025-01-17,APP,COLLECTION,ESCALATED
I0001256,C000555,2025-02-19,CALL,PAYMENT_REMINDER,ESCALATED
I0001257,C000476,2024-09-18,EMAIL,LOAN_QUERY,RESOLVED
I0001258,C000018,2025-10-10,EMAIL,COMPLAINT,ESCALATED
I0001259,C000951,2025-10-26,EMAIL,GENERAL_QUERY,PENDING
I0001260,C000735,2026-04-25,EMAIL,PAYMENT_REMINDER,RESOLVED
I0001261,C000020,2026-04-01,CALL,PAYMENT_REMINDER,PENDING
I0001262,C000169,2024-12-25,SMS,COMPLAINT,RESOLVED
I0001263,C000513,2026-06-29,CALL,COMPLAINT,ESCALATED
I0001264,C000308,2025-12-30,CALL,PAYMENT_REMINDER,ESCALATED
I0001265,C000198,2025-05-22,APP,PAYMENT_REMINDER,RESOLVED
I0001266,C000784,2026-05-20,APP,GENERAL_QUERY,RESOLVED
I0001267,C000889,2026-01-27,SMS,COLLECTION,RESOLVED
I0001268,C000957,2025-10-24,APP,COMPLAINT,ESCALATED
I0001269,C000908,2026-07-26,CALL,PAYMENT_REMINDER,ESCALATED
I0001270,C000144,2025-07-20,CALL,COMPLAINT,RESOLVED
I0001271,C000547,2026-03-10,SMS,PAYMENT_REMINDER,RESOLVED
I0001272,C000211,2025-10-20,EMAIL,COMPLAINT,RESOLVED
I0001273,C000257,2026-06-04,CALL,PAYMENT_REMINDER,RESOLVED
I0001274,C000665,2026-09-14,APP,GENERAL_QUERY,PENDING
I0001275,C000834,2025-04-18,CALL,COLLECTION,RESOLVED
I0001276,C000570,2024-12-07,BRANCH,GENERAL_QUERY,RESOLVED
I0001277,C000408,2025-12-03,EMAIL,COLLECTION,RESOLVED
I0001278,C000343,2025-08-08,APP,GENERAL_QUERY,RESOLVED
I0001279,C000668,2025-01-17,APP,PAYMENT_REMINDER,PENDING
I0001280,C000178,2025-03-25,APP,COLLECTION,RESOLVED
I0001281,C000417,2026-01-31,SMS,COLLECTION,RESOLVED
I0001282,C000220,2026-05-04,BRANCH,PAYMENT_REMINDER,ESCALATED
I0001283,C000713,2025-03-05,CALL,PAYMENT_REMINDER,PENDING
I0001284,C000933,2025-01-24,SMS,PAYMENT_REMINDER,PENDING
I0001285,C000536,2026-08-09,CALL,COMPLAINT,PENDING
I0001286,C000616,2025-08-15,APP,COLLECTION,RESOLVED
I0001287,C000899,2024-10-10,BRANCH,COMPLAINT,PENDING
I0001288,C000273,2026-04-11,CALL,PAYMENT_REMINDER,ESCALATED
I0001289,C000404,2026-01-28,SMS,COLLECTION,RESOLVED
I0001290,C000689,2025-06-23,SMS,COLLECTION,ESCALATED
I0001291,C000887,2026-03-31,EMAIL,COMPLAINT,ESCALATED
I0001292,C000913,2025-11-16,CALL,LOAN_QUERY,PENDING
I0001293,C000270,2025-07-05,SMS,LOAN_QUERY,PENDING
I0001294,C000249,2026-03-26,EMAIL,COMPLAINT,PENDING
I0001295,C000139,2026-01-12,APP,COLLECTION,ESCALATED
I0001296,C000280,2026-04-26,CALL,COMPLAINT,RESOLVED
I0001297,C000777,2025-04-21,EMAIL,LOAN_QUERY,ESCALATED
I0001298,C000138,2025-01-22,SMS,GENERAL_QUERY,PENDING
I0001299,C000583,2025-09-07,CALL,COLLECTION,RESOLVED
I0001300,C000324,2025-08-08,BRANCH,COLLECTION,RESOLVED
I0001301,C000133,2026-06-29,SMS,GENERAL_QUERY,RESOLVED
I0001302,C000415,2025-09-24,BRANCH,COMPLAINT,RESOLVED
I0001303,C000713,2025-05-01,SMS,COLLECTION,PENDING
I0001304,C000241,2026-09-06,APP,COLLECTION,RESOLVED
I0001305,C000559,2025-10-22,CALL,COLLECTION,PENDING
I0001306,C000841,2025-02-25,SMS,GENERAL_QUERY,PENDING
I0001307,C000391,2024-12-01,CALL,GENERAL_QUERY,RESOLVED
I0001308,C000714,2026-07-07,BRANCH,GENERAL_QUERY,PENDING
I0001309,C000288,2025-08-26,BRANCH,GENERAL_QUERY,PENDING
I0001310,C000084,2025-02-12,EMAIL,GENERAL_QUERY,RESOLVED
I0001311,C000572,2026-03-13,CALL,GENERAL_QUERY,RESOLVED
I0001312,C000312,2024-09-17,CALL,COMPLAINT,RESOLVED
I0001313,C000743,2025-07-11,CALL,LOAN_QUERY,RESOLVED
I0001314,C000194,2025-07-25,BRANCH,LOAN_QUERY,ESCALATED
I0001315,C000421,2025-02-04,SMS,LOAN_QUERY,ESCALATED
I0001316,C000169,2026-07-03,BRANCH,COLLECTION,RESOLVED
I0001317,C000911,2025-12-18,APP,PAYMENT_REMINDER,PENDING
I0001318,C000039,2025-02-28,APP,GENERAL_QUERY,ESCALATED
I0001319,C000143,2026-02-08,CALL,PAYMENT_REMINDER,ESCALATED
I0001320,C000729,2026-01-27,BRANCH,COLLECTION,PENDING
I0001321,C000683,2026-08-27,CALL,GENERAL_QUERY,ESCALATED
I0001322,C000825,2026-02-27,CALL,PAYMENT_REMINDER,ESCALATED
I0001323,C000162,2024-11-22,SMS,LOAN_QUERY,PENDING
I0001324,C000403,2025-07-01,BRANCH,COMPLAINT,PENDING
I0001325,C000516,2024-11-26,CALL,GENERAL_QUERY,PENDING
I0001326,C000079,2026-06-08,APP,PAYMENT_REMINDER,PENDING
I0001327,C000772,2025-11-01,SMS,COMPLAINT,RESOLVED
I0001328,C000570,2026-09-03,APP,COMPLAINT,PENDING
I0001329,C000724,2026-08-11,BRANCH,COLLECTION,RESOLVED
I0001330,C000381,2026-05-29,BRANCH,GENERAL_QUERY,RESOLVED
I0001331,C000874,2026-05-02,BRANCH,LOAN_QUERY,ESCALATED
I0001332,C000835,2024-11-25,SMS,PAYMENT_REMINDER,ESCALATED
I0001333,C000484,2025-09-15,APP,PAYMENT_REMINDER,ESCALATED
I0001334,C000563,2025-11-10,EMAIL,COLLECTION,RESOLVED
I0001335,C000921,2025-10-09,EMAIL,COMPLAINT,ESCALATED
I0001336,C000608,2025-01-10,APP,COMPLAINT,RESOLVED
I0001337,C000059,2025-05-03,SMS,COMPLAINT,RESOLVED
I0001338,C000933,2026-05-14,APP,COLLECTION,RESOLVED
I0001339,C000457,2025-01-07,BRANCH,GENERAL_QUERY,PENDING
I0001340,C000658,2026-08-05,BRANCH,PAYMENT_REMINDER,RESOLVED
I0001341,C000005,2025-07-09,SMS,COLLECTION,ESCALATED
I0001342,C000996,2026-06-17,APP,GENERAL_QUERY,RESOLVED
I0001343,C000823,2025-06-24,BRANCH,PAYMENT_REMINDER,RESOLVED
I0001344,C000833,2026-06-16,CALL,LOAN_QUERY,RESOLVED
I0001345,C000450,2025-06-06,CALL,LOAN_QUERY,ESCALATED
I0001346,C000776,2025-11-27,BRANCH,COLLECTION,PENDING
I0001347,C000386,2025-05-16,CALL,COLLECTION,PENDING
I0001348,C000223,2025-08-03,APP,GENERAL_QUERY,ESCALATED
I0001349,C000317,2026-01-12,APP,COLLECTION,RESOLVED
I0001350,C000648,2025-11-16,APP,LOAN_QUERY,RESOLVED
I0001351,C000344,2025-12-21,APP,PAYMENT_REMINDER,PENDING
I0001352,C000090,2026-06-27,BRANCH,LOAN_QUERY,PENDING
I0001353,C000450,2024-10-04,APP,COMPLAINT,RESOLVED
I0001354,C000952,2026-09-11,CALL,COLLECTION,ESCALATED
I0001355,C000900,2025-08-08,CALL,GENERAL_QUERY,RESOLVED
I0001356,C000670,2026-09-06,SMS,PAYMENT_REMINDER,ESCALATED
I0001357,C000511,2025-01-12,SMS,GENERAL_QUERY,ESCALATED
I0001358,C000971,2025-03-17,BRANCH,GENERAL_QUERY,RESOLVED
I0001359,C000631,2024-12-28,SMS,PAYMENT_REMINDER,PENDING
I0001360,C000454,2025-09-08,APP,COLLECTION,RESOLVED
I0001361,C000142,2026-04-02,EMAIL,COMPLAINT,ESCALATED
I0001362,C000125,2025-01-06,SMS,LOAN_QUERY,ESCALATED
I0001363,C000945,2025-03-05,APP,COLLECTION,PENDING
I0001364,C000280,2026-02-05,EMAIL,GENERAL_QUERY,ESCALATED
I0001365,C000997,2025-09-18,APP,COMPLAINT,RESOLVED
I0001366,C000632,2024-12-17,BRANCH,PAYMENT_REMINDER,PENDING
I0001367,C000315,2025-08-31,CALL,COLLECTION,RESOLVED
I0001368,C000801,2026-01-14,EMAIL,COMPLAINT,RESOLVED
I0001369,C000295,2025-10-11,BRANCH,PAYMENT_REMINDER,PENDING
I0001370,C000486,2025-12-09,BRANCH,LOAN_QUERY,RESOLVED
I0001371,C000671,2024-10-06,BRANCH,COLLECTION,ESCALATED
I0001372,C000260,2025-01-11,BRANCH,LOAN_QUERY,RESOLVED
I0001373,C000925,2026-08-03,APP,PAYMENT_REMINDER,PENDING
I0001374,C000289,2025-01-27,EMAIL,LOAN_QUERY,RESOLVED
I0001375,C000440,2025-03-12,CALL,COLLECTION,RESOLVED
I0001376,C000563,2025-09-17,SMS,PAYMENT_REMINDER,ESCALATED
I0001377,C000721,2026-02-25,BRANCH,COMPLAINT,PENDING
I0001378,C000944,2026-06-20,CALL,COMPLAINT,ESCALATED
I0001379,C000297,2025-12-05,SMS,COMPLAINT,RESOLVED
I0001380,C000981,2024-10-29,EMAIL,LOAN_QUERY,RESOLVED
I0001381,C000341,2024-10-13,EMAIL,GENERAL_QUERY,ESCALATED
I0001382,C000319,2026-03-20,SMS,COMPLAINT,PENDING
I0001383,C000514,2026-06-09,CALL,COMPLAINT,PENDING
I0001384,C000997,2026-05-27,SMS,PAYMENT_REMINDER,RESOLVED
I0001385,C000555,2026-05-01,BRANCH,PAYMENT_REMINDER,PENDING
I0001386,C000090,2025-08-14,CALL,PAYMENT_REMINDER,PENDING
I0001387,C000069,2025-05-19,SMS,COLLECTION,ESCALATED
I0001388,C000910,2026-06-17,EMAIL,COLLECTION,RESOLVED
I0001389,C000258,2025-04-15,BRANCH,COLLECTION,RESOLVED
I0001390,C000951,2026-07-26,CALL,PAYMENT_REMINDER,RESOLVED
I0001391,C000051,2026-05-29,CALL,LOAN_QUERY,ESCALATED
I0001392,C000685,2026-03-24,CALL,COMPLAINT,RESOLVED
I0001393,C000801,2025-11-11,BRANCH,LOAN_QUERY,RESOLVED
I0001394,C000349,2026-01-16,BRANCH,GENERAL_QUERY,ESCALATED
I0001395,C000765,2026-01-24,BRANCH,COLLECTION,PENDING
I0001396,C000123,2025-08-29,BRANCH,COMPLAINT,ESCALATED
I0001397,C000259,2024-10-29,BRANCH,PAYMENT_REMINDER,ESCALATED
I0001398,C000865,2026-02-19,APP,GENERAL_QUERY,ESCALATED
I0001399,C000737,2026-08-07,BRANCH,LOAN_QUERY,PENDING
I0001400,C000636,2025-11-18,CALL,PAYMENT_REMINDER,PENDING
I0001401,C000068,2025-04-21,APP,GENERAL_QUERY,RESOLVED
I0001402,C000465,2026-06-07,BRANCH,COMPLAINT,ESCALATED
I0001403,C000268,2025-09-12,BRANCH,COLLECTION,PENDING
I0001404,C000521,2025-08-28,APP,LOAN_QUERY,ESCALATED
I0001405,C000559,2025-12-11,EMAIL,PAYMENT_REMINDER,ESCALATED
I0001406,C000746,2025-05-24,SMS,PAYMENT_REMINDER,RESOLVED
I0001407,C000357,2026-03-16,CALL,COLLECTION,RESOLVED
I0001408,C000150,2025-04-05,BRANCH,COLLECTION,RESOLVED
I0001409,C000134,2024-11-09,CALL,LOAN_QUERY,PENDING
I0001410,C000714,2026-01-16,BRANCH,PAYMENT_REMINDER,ESCALATED
I0001411,C000607,2026-05-23,CALL,COLLECTION,ESCALATED
I0001412,C000282,2025-08-27,EMAIL,GENERAL_QUERY,PENDING
I0001413,C000168,2025-08-08,CALL,GENERAL_QUERY,PENDING
I0001414,C000206,2025-10-06,SMS,COLLECTION,ESCALATED
I0001415,C000250,2025-05-17,CALL,COLLECTION,ESCALATED
I0001416,C000896,2025-05-17,EMAIL,GENERAL_QUERY,PENDING
I0001417,C000798,2025-02-20,CALL,GENERAL_QUERY,RESOLVED
I0001418,C000321,2025-12-20,BRANCH,PAYMENT_REMINDER,RESOLVED
I0001419,C000883,2025-10-28,SMS,COMPLAINT,ESCALATED
I0001420,C000895,2024-11-15,CALL,GENERAL_QUERY,PENDING
I0001421,C000683,2026-06-13,APP,COMPLAINT,ESCALATED
I0001422,C000950,2026-07-30,EMAIL,COLLECTION,RESOLVED
I0001423,C000128,2026-07-19,BRANCH,COLLECTION,RESOLVED
I0001424,C000649,2025-11-13,BRANCH,COMPLAINT,RESOLVED
I0001425,C000484,2025-11-10,APP,LOAN_QUERY,PENDING
I0001426,C000557,2026-01-13,SMS,COMPLAINT,RESOLVED
I0001427,C000795,2026-03-02,SMS,PAYMENT_REMINDER,RESOLVED
I0001428,C000069,2024-10-16,APP,COLLECTION,PENDING
I0001429,C000794,2026-07-02,SMS,COLLECTION,ESCALATED
I0001430,C000743,2025-09-02,CALL,PAYMENT_REMINDER,ESCALATED
I0001431,C000246,2026-04-20,BRANCH,GENERAL_QUERY,RESOLVED
I0001432,C000263,2025-02-26,BRANCH,COMPLAINT,PENDING
I0001433,C000017,2025-09-10,BRANCH,LOAN_QUERY,PENDING
I0001434,C000925,2025-10-20,BRANCH,COLLECTION,RESOLVED
I0001435,C000182,2024-11-06,EMAIL,COLLECTION,RESOLVED
I0001436,C000597,2025-06-16,APP,GENERAL_QUERY,ESCALATED
I0001437,C000721,2025-12-12,EMAIL,LOAN_QUERY,RESOLVED
I0001438,C000377,2024-11-05,CALL,GENERAL_QUERY,ESCALATED
I0001439,C000018,2025-05-22,EMAIL,COLLECTION,ESCALATED
I0001440,C000111,2025-10-04,BRANCH,COMPLAINT,PENDING
I0001441,C000617,2025-12-27,EMAIL,GENERAL_QUERY,RESOLVED
I0001442,C000877,2024-10-31,CALL,PAYMENT_REMINDER,RESOLVED
I0001443,C000449,2025-11-23,BRANCH,COLLECTION,ESCALATED
I0001444,C000268,2025-12-11,EMAIL,COLLECTION,ESCALATED
I0001445,C000687,2025-05-08,BRANCH,LOAN_QUERY,RESOLVED
I0001446,C000656,2025-06-30,SMS,COLLECTION,PENDING
I0001447,C000282,2025-10-17,BRANCH,PAYMENT_REMINDER,ESCALATED
I0001448,C000074,2026-01-01,EMAIL,COMPLAINT,ESCALATED
I0001449,C000610,2026-04-30,BRANCH,GENERAL_QUERY,ESCALATED
I0001450,C000868,2026-03-23,BRANCH,PAYMENT_REMINDER,RESOLVED
I0001451,C000100,2026-01-16,EMAIL,PAYMENT_REMINDER,RESOLVED
I0001452,C000163,2025-07-16,APP,COLLECTION,PENDING
I0001453,C000797,2025-01-24,EMAIL,COMPLAINT,PENDING
I0001454,C000171,2025-07-27,EMAIL,PAYMENT_REMINDER,RESOLVED
I0001455,C000029,2026-06-20,SMS,GENERAL_QUERY,RESOLVED
I0001456,C000444,2025-11-17,APP,LOAN_QUERY,PENDING
I0001457,C000695,2025-02-26,SMS,LOAN_QUERY,RESOLVED
I0001458,C000250,2025-10-13,BRANCH,PAYMENT_REMINDER,ESCALATED
I0001459,C000755,2025-04-08,CALL,GENERAL_QUERY,ESCALATED
I0001460,C000750,2025-11-17,SMS,GENERAL_QUERY,PENDING
I0001461,C000853,2025-10-18,BRANCH,COMPLAINT,PENDING
I0001462,C000018,2025-08-26,SMS,COLLECTION,PENDING
I0001463,C000835,2025-08-01,CALL,COMPLAINT,RESOLVED
I0001464,C000376,2025-02-22,APP,PAYMENT_REMINDER,ESCALATED
I0001465,C000864,2025-10-28,CALL,LOAN_QUERY,PENDING
I0001466,C000197,2024-10-03,SMS,COLLECTION,PENDING
I0001467,C000082,2026-07-16,EMAIL,GENERAL_QUERY,PENDING
I0001468,C000490,2025-01-14,SMS,GENERAL_QUERY,PENDING
I0001469,C000488,2024-09-29,CALL,LOAN_QUERY,RESOLVED
I0001470,C000312,2026-03-02,EMAIL,COMPLAINT,ESCALATED
I0001471,C000081,2025-09-23,APP,GENERAL_QUERY,PENDING
I0001472,C000390,2025-07-22,SMS,PAYMENT_REMINDER,PENDING
I0001473,C000381,2024-11-16,SMS,GENERAL_QUERY,ESCALATED
I0001474,C000389,2025-01-11,EMAIL,PAYMENT_REMINDER,ESCALATED
I0001475,C000963,2025-03-19,EMAIL,PAYMENT_REMINDER,ESCALATED
I0001476,C000204,2025-12-21,APP,PAYMENT_REMINDER,RESOLVED
I0001477,C000012,2025-07-23,APP,GENERAL_QUERY,ESCALATED
I0001478,C000028,2026-02-27,EMAIL,COLLECTION,ESCALATED
I0001479,C000637,2024-12-09,CALL,LOAN_QUERY,ESCALATED
I0001480,C000667,2025-02-03,EMAIL,COLLECTION,PENDING
I0001481,C000613,2024-12-13,BRANCH,GENERAL_QUERY,ESCALATED
I0001482,C000903,2026-09-12,EMAIL,LOAN_QUERY,RESOLVED
I0001483,C000386,2026-01-19,BRANCH,PAYMENT_REMINDER,ESCALATED
I0001484,C000173,2026-05-19,CALL,LOAN_QUERY,PENDING
I0001485,C000789,2026-02-16,CALL,LOAN_QUERY,RESOLVED
I0001486,C000634,2025-12-28,BRANCH,GENERAL_QUERY,ESCALATED
I0001487,C000106,2024-10-07,APP,COMPLAINT,ESCALATED
I0001488,C000471,2026-01-19,SMS,COLLECTION,RESOLVED
I0001489,C000988,2026-07-08,BRANCH,COLLECTION,RESOLVED
I0001490,C000540,2025-06-02,BRANCH,GENERAL_QUERY,PENDING
I0001491,C000739,2026-04-12,SMS,COMPLAINT,PENDING
I0001492,C000910,2024-11-23,EMAIL,LOAN_QUERY,PENDING
I0001493,C000131,2025-11-15,SMS,GENERAL_QUERY,RESOLVED
I0001494,C000599,2026-07-30,APP,COMPLAINT,PENDING
I0001495,C000628,2026-06-05,SMS,COLLECTION,PENDING
I0001496,C000325,2025-11-14,APP,COMPLAINT,PENDING
I0001497,C000198,2024-12-02,EMAIL,GENERAL_QUERY,ESCALATED
I0001498,C000781,2025-01-14,BRANCH,PAYMENT_REMINDER,PENDING
I0001499,C000169,2026-09-07,CALL,LOAN_QUERY,ESCALATED
I0001500,C000647,2025-11-30,CALL,GENERAL_QUERY,PENDING
I0001501,C000894,2026-01-31,CALL,GENERAL_QUERY,RESOLVED
I0001502,C000987,2026-05-21,BRANCH,COLLECTION,ESCALATED
I0001503,C000989,2025-11-09,SMS,COMPLAINT,PENDING
I0001504,C000994,2025-10-27,EMAIL,COLLECTION,RESOLVED
I0001505,C000034,2026-01-28,APP,GENERAL_QUERY,RESOLVED
I0001506,C000834,2025-07-13,EMAIL,COMPLAINT,PENDING
I0001507,C000759,2026-07-06,CALL,PAYMENT_REMINDER,PENDING
I0001508,C000580,2026-02-07,EMAIL,COLLECTION,ESCALATED
I0001509,C000703,2026-05-18,SMS,COMPLAINT,ESCALATED
I0001510,C000870,2026-05-01,SMS,GENERAL_QUERY,RESOLVED
I0001511,C000841,2024-12-01,EMAIL,PAYMENT_REMINDER,RESOLVED
I0001512,C000780,2025-10-17,BRANCH,LOAN_QUERY,RESOLVED
I0001513,C000188,2026-05-04,BRANCH,COLLECTION,RESOLVED
I0001514,C000009,2024-12-28,APP,PAYMENT_REMINDER,PENDING
I0001515,C000191,2026-06-11,APP,LOAN_QUERY,PENDING
I0001516,C000924,2026-06-05,EMAIL,LOAN_QUERY,ESCALATED
I0001517,C000726,2024-10-06,APP,GENERAL_QUERY,ESCALATED
I0001518,C000825,2026-02-01,BRANCH,GENERAL_QUERY,ESCALATED
I0001519,C000971,2026-06-20,BRANCH,COMPLAINT,RESOLVED
I0001520,C000482,2025-09-30,EMAIL,COLLECTION,ESCALATED
I0001521,C000721,2024-09-21,APP,COLLECTION,RESOLVED
I0001522,C000684,2026-08-28,APP,PAYMENT_REMINDER,ESCALATED
I0001523,C000529,2025-07-25,BRANCH,COMPLAINT,ESCALATED
I0001524,C000170,2025-07-14,APP,PAYMENT_REMINDER,PENDING
I0001525,C000218,2026-03-25,APP,COLLECTION,PENDING
I0001526,C000831,2026-04-29,CALL,COLLECTION,ESCALATED
I0001527,C000697,2026-07-08,SMS,COLLECTION,RESOLVED
I0001528,C000838,2025-12-22,SMS,GENERAL_QUERY,PENDING
I0001529,C000789,2024-10-14,CALL,PAYMENT_REMINDER,ESCALATED
I0001530,C000935,2026-07-26,APP,PAYMENT_REMINDER,RESOLVED
I0001531,C000160,2024-12-16,SMS,GENERAL_QUERY,PENDING
I0001532,C000640,2024-10-22,CALL,PAYMENT_REMINDER,PENDING
I0001533,C000428,2025-09-04,CALL,GENERAL_QUERY,ESCALATED
I0001534,C000261,2025-12-15,EMAIL,COLLECTION,PENDING
I0001535,C000636,2024-12-27,BRANCH,LOAN_QUERY,ESCALATED
I0001536,C000952,2025-03-05,CALL,PAYMENT_REMINDER,ESCALATED
I0001537,C000307,2025-09-24,BRANCH,LOAN_QUERY,PENDING
I0001538,C000730,2026-05-14,CALL,GENERAL_QUERY,RESOLVED
I0001539,C000533,2025-01-07,CALL,COLLECTION,PENDING
I0001540,C000306,2025-12-17,CALL,COLLECTION,RESOLVED
I0001541,C000801,2025-11-20,EMAIL,GENERAL_QUERY,RESOLVED
I0001542,C000634,2025-01-05,BRANCH,LOAN_QUERY,PENDING
I0001543,C000660,2025-07-14,CALL,COMPLAINT,PENDING
I0001544,C000424,2025-11-19,BRANCH,COMPLAINT,ESCALATED
I0001545,C000192,2025-12-31,APP,COMPLAINT,ESCALATED
I0001546,C000095,2026-08-10,CALL,PAYMENT_REMINDER,PENDING
I0001547,C000902,2025-03-14,SMS,LOAN_QUERY,PENDING
I0001548,C000310,2025-03-08,CALL,PAYMENT_REMINDER,RESOLVED
I0001549,C000407,2025-04-17,BRANCH,COMPLAINT,PENDING
I0001550,C000360,2026-08-20,CALL,COMPLAINT,ESCALATED
I0001551,C000525,2026-03-18,EMAIL,COMPLAINT,PENDING
I0001552,C000963,2025-10-18,APP,PAYMENT_REMINDER,PENDING
I0001553,C000264,2026-02-12,CALL,LOAN_QUERY,PENDING
I0001554,C000614,2026-09-08,BRANCH,PAYMENT_REMINDER,RESOLVED
I0001555,C000258,2026-07-07,SMS,LOAN_QUERY,RESOLVED
I0001556,C000217,2025-08-21,APP,GENERAL_QUERY,ESCALATED
I0001557,C000284,2026-02-11,EMAIL,COLLECTION,RESOLVED
I0001558,C000452,2025-05-09,APP,LOAN_QUERY,ESCALATED
I0001559,C000712,2025-12-31,CALL,LOAN_QUERY,RESOLVED
I0001560,C000554,2026-08-17,APP,PAYMENT_REMINDER,ESCALATED
I0001561,C000153,2025-09-03,CALL,COLLECTION,PENDING
I0001562,C000597,2026-09-01,SMS,PAYMENT_REMINDER,RESOLVED
I0001563,C000018,2024-10-21,BRANCH,COMPLAINT,RESOLVED
I0001564,C000314,2025-03-23,EMAIL,GENERAL_QUERY,RESOLVED
I0001565,C000371,2026-03-24,APP,COMPLAINT,RESOLVED
I0001566,C000363,2025-05-19,EMAIL,LOAN_QUERY,ESCALATED
I0001567,C000530,2024-10-20,BRANCH,GENERAL_QUERY,RESOLVED
I0001568,C000573,2025-08-08,EMAIL,COMPLAINT,PENDING
I0001569,C000464,2025-10-02,BRANCH,LOAN_QUERY,ESCALATED
I0001570,C000719,2025-05-28,SMS,COMPLAINT,RESOLVED
I0001571,C000722,2025-09-08,SMS,GENERAL_QUERY,RESOLVED
I0001572,C000346,2025-10-17,EMAIL,LOAN_QUERY,PENDING
I0001573,C000542,2026-01-06,SMS,GENERAL_QUERY,RESOLVED
I0001574,C000184,2025-08-03,APP,LOAN_QUERY,ESCALATED
I0001575,C000801,2026-07-17,EMAIL,LOAN_QUERY,PENDING
I0001576,C000721,2025-10-23,EMAIL,LOAN_QUERY,ESCALATED
I0001577,C000871,2026-05-17,BRANCH,PAYMENT_REMINDER,ESCALATED
