repayment_id,loan_id,customer_id,due_date,payment_date,due_amount,paid_amount,payment_status,dpd
R00003561,L0002025,C000175,2024-08-29,2024-08-29,39237,39237,ON_TIME,0
R00003562,L0000735,C000739,2023-11-30,2023-12-15,9597,9597,LATE,15
R00003563,L0001034,C000864,2023-10-03,2023-10-03,28291,28291,ON_TIME,0
R00003564,L0000120,C000004,2024-04-19,2024-04-24,49449,49449,LATE,5
R00003565,L0000878,C000150,2024-02-27,2024-02-27,25346,25346,ON_TIME,0
R00003566,L0002151,C000398,2025-01-30,2025-01-30,39721,39721,ON_TIME,0
R00003567,L0000895,C000430,2026-08-20,2026-08-20,40870,40870,ON_TIME,0
R00003568,L0002095,C000513,2025-07-24,2025-07-24,39774,39774,ON_TIME,0
R00003569,L0000212,C000984,2024-09-02,2024-09-02,30706,30706,ON_TIME,0
R00003570,L0001502,C000249,2024-06-07,2024-06-07,30383,30383,ON_TIME,0
R00003571,L0001961,C000294,2024-01-31,2024-02-15,34273,34273,LATE,15
R00003572,L0001347,C000599,2024-07-09,2024-07-09,2510,2510,ON_TIME,0
R00003573,L0001854,C000207,2025-04-12,2025-04-12,44074,44074,ON_TIME,0
R00003574,L0000639,C000519,2025-12-30,2025-12-30,11673,11673,ON_TIME,0
R00003575,L0000088,C000190,2023-09-24,2023-09-29,15369,15369,LATE,5
R00003576,L0000622,C000563,2026-08-21,2026-09-05,38601,38601,LATE,15
R00003577,L0001859,C000431,2023-12-07,2024-02-05,25962,25962,LATE,60
R00003578,L0001438,C000778,2024-10-24,2024-10-24,48005,48005,ON_TIME,0
R00003579,L0002028,C000075,2023-11-22,2023-11-22,29693,29693,ON_TIME,0
R00003580,L0000732,C000766,2024-03-07,2024-03-07,40731,40731,ON_TIME,0
R00003581,L0000438,C000108,2023-11-30,2023-11-30,11207,11207,ON_TIME,0
R00003582,L0000442,C000630,2025-01-01,2025-01-01,14760,14760,ON_TIME,0
R00003583,L0001902,C000137,2024-01-11,2024-01-11,25135,25135,ON_TIME,0
R00003584,L0001908,C000342,2024-10-30,2024-10-30,10832,10832,ON_TIME,0
R00003585,L0001907,C000899,2025-02-09,2025-02-09,19379,19379,ON_TIME,0
R00003586,L0002193,C000720,2026-08-20,2026-08-20,5418,5418,ON_TIME,0
R00003587,L0000867,C000184,2026-04-25,2026-07-24,15972,3993,OVERDUE,90
R00003588,L0000350,C000194,2025-04-28,2025-05-28,6786,6786,LATE,30
R00003589,L0001513,C000884,2024-11-09,2025-02-07,32879,8219,OVERDUE,90
R00003590,L0001683,C000979,2026-09-06,2026-09-06,38416,38416,ON_TIME,0
R00003591,L0000401,C000763,2024-06-07,2024-06-07,12125,12125,ON_TIME,0
R00003592,L0000839,C000023,2024-04-18,2024-05-03,18704,18704,LATE,15
R00003593,L0001098,C000841,2026-03-11,2026-03-11,27471,27471,ON_TIME,0
R00003594,L0000650,C000124,2025-09-01,2025-09-01,6475,6475,ON_TIME,0
R00003595,L0001724,C000475,2024-03-21,2024-03-26,13882,13882,LATE,5
R00003596,L0001675,C000109,2024-03-31,2024-05-30,10605,10605,LATE,60
R00003597,L0001394,C000903,2025-01-25,2025-02-09,44576,44576,LATE,15
R00003598,L0000134,C000153,2024-05-03,2024-05-03,5902,5902,ON_TIME,0
R00003599,L0002305,C000522,2026-03-12,2026-07-10,40791,10197,OVERDUE,120
R00003600,L0000655,C000608,2025-06-20,2025-09-18,30136,7534,OVERDUE,90
R00003601,L0001582,C000742,2026-06-02,2026-06-02,8114,8114,ON_TIME,0
R00003602,L0001092,C000020,2025-08-11,2025-08-11,9725,9725,ON_TIME,0
R00003603,L0001906,C000554,2026-07-21,2026-07-26,5150,5150,LATE,5
R00003604,L0001092,C000020,2024-03-25,2024-04-24,6159,6159,LATE,30
R00003605,L0001206,C000668,2025-12-05,2025-12-05,9958,9958,ON_TIME,0
R00003606,L0001352,C000102,2025-12-14,2025-12-19,10635,10635,LATE,5
R00003607,L0000863,C000221,2024-09-24,2024-10-24,48560,48560,LATE,30
R00003608,L0000771,C000251,2026-03-02,2026-03-07,17074,17074,LATE,5
R00003609,L0001383,C000622,2025-09-28,2025-10-28,42277,42277,LATE,30
R00003610,L0001969,C000781,2026-07-10,2026-08-09,16526,16526,LATE,30
R00003611,L0000254,C000169,2025-10-17,2025-10-17,13934,13934,ON_TIME,0
R00003612,L0001838,C000434,2024-11-25,2024-11-25,40254,40254,ON_TIME,0
R00003613,L0001504,C000528,2025-01-29,2025-02-28,35290,35290,LATE,30
R00003614,L0000660,C000297,2025-10-05,2025-10-20,40063,40063,LATE,15
R00003615,L0000538,C000926,2024-09-01,2024-09-16,10890,10890,LATE,15
R00003616,L0001333,C000109,2024-02-06,2024-02-06,11872,11872,ON_TIME,0
R00003617,L0002035,C000667,2024-10-30,2024-10-30,20644,20644,ON_TIME,0
R00003618,L0000334,C000362,2024-12-20,2025-01-19,24337,24337,LATE,30
R00003619,L0001186,C000165,2024-01-23,2024-01-28,38370,38370,LATE,5
R00003620,L0001233,C000623,2025-03-18,2025-03-23,35088,35088,LATE,5
R00003621,L0001614,C000022,2026-01-31,2026-02-15,8911,8911,LATE,15
R00003622,L0001079,C000555,2024-09-27,2024-10-27,40186,40186,LATE,30
R00003623,L0000472,C000437,2026-07-07,2026-07-22,43501,43501,LATE,15
R00003624,L0000557,C000255,2026-06-18,2026-06-18,28513,28513,ON_TIME,0
R00003625,L0000028,C000506,2024-08-01,2024-08-31,5172,5172,LATE,30
R00003626,L0000667,C000986,2026-08-31,2026-11-29,25547,0,OVERDUE,90
R00003627,L0002308,C000198,2024-01-16,2024-01-16,7836,7836,ON_TIME,0
R00003628,L0001058,C000645,2024-01-11,2024-01-11,5208,5208,ON_TIME,0
R00003629,L0000322,C000304,2025-10-24,2025-11-23,29668,29668,LATE,30
R00003630,L0002103,C000763,2023-12-19,2023-12-19,10024,10024,ON_TIME,0
R00003631,L0001595,C000239,2024-08-12,2024-08-12,19962,19962,ON_TIME,0
R00003632,L0001554,C000835,2023-10-07,2023-10-22,47156,47156,LATE,15
R00003633,L0000020,C000562,2026-07-24,2026-09-22,2873,2873,LATE,60
R00003634,L0001319,C000782,2024-08-17,2024-08-17,28677,28677,ON_TIME,0
R00003635,L0001522,C000102,2025-09-13,2025-10-13,37462,37462,LATE,30
R00003636,L0000245,C000226,2025-05-07,2025-05-22,47337,47337,LATE,15
R00003637,L0001214,C000636,2024-07-04,2024-07-09,8698,8698,LATE,5
R00003638,L0000953,C000838,2025-10-13,2025-10-13,38163,38163,ON_TIME,0
R00003639,L0000060,C000403,2024-02-26,2024-03-27,19902,19902,LATE,30
R00003640,L0001314,C000801,2025-02-26,2025-02-26,23343,23343,ON_TIME,0
R00003641,L0000381,C000971,2024-08-06,2024-08-06,39095,39095,ON_TIME,0
R00003642,L0000328,C000935,2026-03-22,2026-04-21,3955,3955,LATE,30
R00003643,L0001825,C000729,2025-12-14,2026-01-13,2757,2757,LATE,30
R00003644,L0001875,C000512,2025-11-23,2025-11-28,23785,23785,LATE,5
R00003645,L0000437,C000820,2025-01-15,2025-02-14,34866,34866,LATE,30
R00003646,L0002468,C000034,2025-01-13,2025-01-13,10631,10631,ON_TIME,0
R00003647,L0001716,C000246,2025-08-22,2025-08-27,31932,31932,LATE,5
R00003648,L0000104,C000939,2026-06-30,2026-06-30,28107,28107,ON_TIME,0
R00003649,L0001347,C000599,2024-05-13,2024-05-13,38536,38536,ON_TIME,0
R00003650,L0001320,C000664,2025-11-08,2025-11-08,42516,42516,ON_TIME,0
R00003651,L0001807,C000534,2024-02-28,2024-03-04,24831,24831,LATE,5
R00003652,L0000906,C000578,2024-04-06,2024-04-11,4662,4662,LATE,5
R00003653,L0002422,C000853,2024-08-21,2024-08-21,11283,11283,ON_TIME,0
R00003654,L0002439,C000155,2025-04-03,2025-04-08,19968,19968,LATE,5
R00003655,L0002437,C000478,2025-05-07,2025-05-07,11376,11376,ON_TIME,0
R00003656,L0001954,C000702,2025-08-19,2025-08-24,45117,45117,LATE,5
R00003657,L0001506,C000844,2026-05-07,2026-05-07,42651,42651,ON_TIME,0
R00003658,L0000618,C000972,2025-11-22,2025-11-22,44633,44633,ON_TIME,0
R00003659,L0000172,C000996,2024-07-28,2024-07-28,30251,30251,ON_TIME,0
R00003660,L0002432,C000224,2025-05-30,2025-05-30,14486,14486,ON_TIME,0
R00003661,L0000177,C000310,2024-07-04,2024-07-09,43097,43097,LATE,5
R00003662,L0002314,C000681,2024-01-01,2024-01-01,31762,31762,ON_TIME,0
R00003663,L0001093,C000442,2024-11-21,2024-11-21,27594,27594,ON_TIME,0
R00003664,L0001024,C000248,2025-07-05,2025-07-10,41358,41358,LATE,5
R00003665,L0002488,C000882,2024-05-29,2024-06-28,14795,14795,LATE,30
R00003666,L0000892,C000195,2026-08-18,2026-08-18,27607,27607,ON_TIME,0
R00003667,L0001510,C000036,2025-01-06,2025-04-06,20723,5180,OVERDUE,90
R00003668,L0000822,C000738,2026-03-01,2026-03-01,43288,43288,ON_TIME,0
R00003669,L0002314,C000681,2026-06-20,2026-06-20,32763,32763,ON_TIME,0
R00003670,L0000806,C000884,2024-02-22,2024-06-21,46059,23029,OVERDUE,120
R00003671,L0002249,C000590,2024-05-02,2024-05-02,35996,35996,ON_TIME,0
R00003672,L0000317,C000540,2025-09-02,2025-09-02,2938,2938,ON_TIME,0
R00003673,L0001343,C000663,2024-03-01,2024-03-01,46982,46982,ON_TIME,0
R00003674,L0002229,C000003,2024-03-06,2024-03-06,41895,41895,ON_TIME,0
R00003675,L0000657,C000881,2024-09-24,2024-10-24,27433,27433,LATE,30
R00003676,L0001321,C000885,2023-10-12,2023-10-12,27574,27574,ON_TIME,0
R00003677,L0001697,C000664,2025-09-01,2025-09-01,49130,49130,ON_TIME,0
R00003678,L0001328,C000891,2024-07-03,2024-07-03,30533,30533,ON_TIME,0
R00003679,L0000254,C000169,2024-11-04,2024-11-04,14428,14428,ON_TIME,0
R00003680,L0002405,C000863,2023-10-31,2023-10-31,36215,36215,ON_TIME,0
R00003681,L0002102,C000599,2025-09-25,2025-09-25,28215,28215,ON_TIME,0
R00003682,L0001094,C000008,2026-07-11,2026-08-10,40960,40960,LATE,30
R00003683,L0001777,C000945,2025-12-19,2026-02-17,46244,46244,LATE,60
R00003684,L0000712,C000065,2025-08-20,2025-08-20,44628,44628,ON_TIME,0
R00003685,L0001148,C000716,2025-03-16,2025-03-16,27941,27941,ON_TIME,0
R00003686,L0000757,C000573,2024-11-02,2024-11-02,12315,12315,ON_TIME,0
R00003687,L0001228,C000290,2024-03-18,2024-04-17,34182,34182,LATE,30
R00003688,L0000207,C000217,2026-01-18,2026-02-17,21356,21356,LATE,30
R00003689,L0000730,C000850,2024-01-25,2024-01-25,6122,6122,ON_TIME,0
R00003690,L0000396,C000972,2025-03-20,2025-05-19,34587,34587,LATE,60
R00003691,L0000145,C000164,2025-07-18,2025-10-16,15518,0,OVERDUE,90
R00003692,L0000008,C000751,2024-08-11,2024-08-26,11667,11667,LATE,15
R00003693,L0002174,C000192,2024-05-07,2024-05-07,19925,19925,ON_TIME,0
R00003694,L0000903,C000752,2025-05-25,2025-05-25,15308,15308,ON_TIME,0
R00003695,L0001750,C000870,2025-11-05,2025-11-05,24385,24385,ON_TIME,0
R00003696,L0001073,C000293,2025-07-17,2025-08-16,27577,27577,LATE,30
R00003697,L0001963,C000293,2025-11-14,2025-12-14,2045,2045,LATE,30
R00003698,L0002272,C000347,2025-02-16,2025-02-16,36241,36241,ON_TIME,0
R00003699,L0000733,C000698,2023-12-08,2024-01-07,22244,22244,LATE,30
R00003700,L0000018,C000442,2025-08-02,2025-08-07,6097,6097,LATE,5
R00003701,L0001097,C000894,2024-11-13,2024-11-13,9077,9077,ON_TIME,0
R00003702,L0000224,C000056,2025-04-13,2025-04-13,5707,5707,ON_TIME,0
R00003703,L0002383,C000337,2024-02-15,2024-02-15,11843,11843,ON_TIME,0
R00003704,L0000649,C000199,2023-12-02,2023-12-02,25591,25591,ON_TIME,0
R00003705,L0002482,C000535,2026-06-20,2026-08-19,16920,16920,LATE,60
R00003706,L0002226,C000359,2025-05-03,2025-05-03,7744,7744,ON_TIME,0
R00003707,L0000190,C000795,2025-07-04,2025-07-04,9800,9800,ON_TIME,0
R00003708,L0001874,C000636,2024-07-14,2024-07-14,26344,26344,ON_TIME,0
R00003709,L0002113,C000935,2024-12-16,2025-02-14,3091,3091,LATE,60
R00003710,L0001082,C000059,2024-07-07,2024-07-07,42873,42873,ON_TIME,0
R00003711,L0002480,C000902,2025-06-03,2025-06-03,45508,45508,ON_TIME,0
R00003712,L0001441,C000946,2024-06-17,2024-06-17,11792,11792,ON_TIME,0
R00003713,L0000996,C000055,2026-03-27,2026-03-27,49043,49043,ON_TIME,0
R00003714,L0000598,C000195,2024-11-18,2024-12-03,2434,2434,LATE,15
R00003715,L0002034,C000120,2025-12-17,2025-12-22,11626,11626,LATE,5
R00003716,L0002343,C000425,2026-04-17,2026-06-16,39922,39922,LATE,60
R00003717,L0000516,C000441,2025-10-22,2025-10-22,18917,18917,ON_TIME,0
R00003718,L0001419,C000188,2025-11-30,2026-01-29,16825,16825,LATE,60
R00003719,L0000092,C000031,2025-07-21,2025-08-05,20164,20164,LATE,15
R00003720,L0001062,C000451,2024-03-04,2024-05-03,43987,43987,LATE,60
R00003721,L0002413,C000711,2026-08-10,2026-08-25,20418,20418,LATE,15
R00003722,L0002168,C000654,2023-12-03,2024-01-02,37274,37274,LATE,30
R00003723,L0000201,C000337,2026-06-17,2026-08-16,33816,33816,LATE,60
R00003724,L0001209,C000350,2024-10-07,2024-10-07,19382,19382,ON_TIME,0
R00003725,L0002397,C000252,2024-03-07,2024-03-12,14899,14899,LATE,5
R00003726,L0000735,C000739,2024-08-23,2024-08-28,43626,43626,LATE,5
R00003727,L0001423,C000808,2024-03-13,2024-03-13,33569,33569,ON_TIME,0
R00003728,L0002439,C000155,2023-12-08,2023-12-13,37651,37651,LATE,5
R00003729,L0002253,C000431,2023-11-11,2023-11-11,21905,21905,ON_TIME,0
R00003730,L0001132,C000755,2026-02-26,2026-02-26,11737,11737,ON_TIME,0
R00003731,L0001180,C000052,2024-11-03,2024-11-03,9520,9520,ON_TIME,0
R00003732,L0001262,C000977,2024-09-21,2024-09-21,36793,36793,ON_TIME,0
R00003733,L0002494,C000993,2023-12-28,2023-12-28,8077,8077,ON_TIME,0
R00003734,L0001770,C000449,2025-12-21,2025-12-21,42809,42809,ON_TIME,0
R00003735,L0001183,C000994,2024-02-20,2024-05-20,46659,23329,OVERDUE,90
R00003736,L0001703,C000565,2024-11-17,2024-11-17,34915,34915,ON_TIME,0
R00003737,L0001658,C000420,2024-09-02,2024-09-02,3015,3015,ON_TIME,0
R00003738,L0002000,C000803,2026-05-07,2026-08-05,46634,23317,OVERDUE,90
R00003739,L0002269,C000384,2026-09-07,2026-09-07,22364,22364,ON_TIME,0
R00003740,L0002341,C000485,2025-06-06,2025-06-06,28764,28764,ON_TIME,0
R00003741,L0000959,C000789,2025-05-17,2025-05-17,32353,32353,ON_TIME,0
R00003742,L0000339,C000679,2025-05-19,2025-05-19,42406,42406,ON_TIME,0
R00003743,L0000538,C000926,2024-02-21,2024-03-07,30522,30522,LATE,15
R00003744,L0000130,C000948,2024-08-23,2024-09-22,46517,46517,LATE,30
R00003745,L0002208,C000067,2026-08-26,2026-08-26,35025,35025,ON_TIME,0
R00003746,L0000893,C000373,2024-11-06,2024-11-06,20496,20496,ON_TIME,0
R00003747,L0001488,C000642,2025-10-25,2025-11-09,24729,24729,LATE,15
R00003748,L0001535,C000455,2024-08-01,2024-08-31,29329,29329,LATE,30
R00003749,L0001948,C000537,2024-06-08,2024-06-08,48024,48024,ON_TIME,0
R00003750,L0001796,C000458,2024-07-29,2024-07-29,36254,36254,ON_TIME,0
R00003751,L0000978,C000983,2025-03-10,2025-06-08,11417,0,OVERDUE,90
R00003752,L0000189,C000169,2026-06-02,2026-06-17,34374,34374,LATE,15
R00003753,L0000937,C000097,2024-12-07,2025-01-06,11771,11771,LATE,30
R00003754,L0001999,C000280,2026-03-31,2026-03-31,21361,21361,ON_TIME,0
R00003755,L0000199,C000763,2024-12-07,2024-12-22,10405,10405,LATE,15
R00003756,L0000565,C000848,2023-09-21,2023-09-26,15277,15277,LATE,5
R00003757,L0001379,C000392,2024-02-10,2024-02-10,6430,6430,ON_TIME,0
R00003758,L0002305,C000522,2024-06-30,2024-08-29,36497,36497,LATE,60
R00003759,L0001990,C000588,2025-11-06,2025-11-11,14226,14226,LATE,5
R00003760,L0002304,C000436,2026-09-09,2026-09-14,23700,23700,LATE,5
R00003761,L0000513,C000231,2026-05-10,2026-05-10,18353,18353,ON_TIME,0
R00003762,L0001080,C000162,2025-09-26,2025-09-26,25954,25954,ON_TIME,0
R00003763,L0000969,C000554,2025-01-03,2025-01-03,36554,36554,ON_TIME,0
R00003764,L0001424,C001000,2026-08-20,2026-08-20,32915,32915,ON_TIME,0
R00003765,L0000042,C000045,2024-09-21,2024-09-21,19170,19170,ON_TIME,0
R00003766,L0002143,C000708,2024-06-07,2024-06-07,32986,32986,ON_TIME,0
R00003767,L0000763,C000975,2025-01-18,2025-01-18,26829,26829,ON_TIME,0
R00003768,L0000962,C000329,2026-08-10,2026-08-25,36883,36883,LATE,15
R00003769,L0001484,C000001,2024-01-02,2024-01-02,37781,37781,ON_TIME,0
R00003770,L0002407,C000097,2024-06-01,2024-08-30,21610,5402,OVERDUE,90
R00003771,L0001999,C000280,2024-07-04,2024-07-19,34804,34804,LATE,15
R00003772,L0001843,C000502,2025-02-13,2025-02-13,49379,49379,ON_TIME,0
R00003773,L0000535,C000904,2025-08-24,2025-08-29,5644,5644,LATE,5
R00003774,L0001004,C000380,2024-04-24,2024-04-29,22539,22539,LATE,5
R00003775,L0002455,C000086,2023-10-06,2023-10-06,46827,46827,ON_TIME,0
R00003776,L0000705,C000456,2026-07-17,2026-08-16,16099,16099,LATE,30
R00003777,L0001141,C000948,2025-09-23,2025-10-08,27560,27560,LATE,15
R00003778,L0002361,C000543,2025-07-12,2025-07-17,41595,41595,LATE,5
R00003779,L0002090,C000381,2025-02-16,2025-02-16,26341,26341,ON_TIME,0
R00003780,L0000342,C000164,2023-10-19,2023-11-03,48487,48487,LATE,15
R00003781,L0002304,C000436,2024-06-18,2024-06-18,10414,10414,ON_TIME,0
R00003782,L0000284,C000008,2024-10-30,2024-10-30,44915,44915,ON_TIME,0
R00003783,L0002485,C000955,2024-01-14,2024-01-14,21368,21368,ON_TIME,0
R00003784,L0002016,C000553,2024-06-08,2024-06-23,7387,7387,LATE,15
R00003785,L0001342,C000930,2026-08-07,2026-08-07,19257,19257,ON_TIME,0
R00003786,L0000750,C000301,2023-10-02,2023-10-02,43652,43652,ON_TIME,0
R00003787,L0000987,C000658,2026-03-27,2026-04-26,2997,2997,LATE,30
R00003788,L0001593,C000658,2025-03-17,2025-04-16,7349,7349,LATE,30
R00003789,L0000522,C000193,2025-09-22,2025-09-22,20753,20753,ON_TIME,0
R00003790,L0001470,C000652,2026-03-10,2026-03-10,40723,40723,ON_TIME,0
R00003791,L0000581,C000510,2023-09-18,2023-10-03,41157,41157,LATE,15
R00003792,L0001273,C000420,2025-10-14,2025-10-14,22046,22046,ON_TIME,0
R00003793,L0001785,C000271,2024-10-05,2024-10-05,32235,32235,ON_TIME,0
R00003794,L0001375,C000462,2025-09-20,2025-09-20,15417,15417,ON_TIME,0
R00003795,L0001815,C000069,2024-03-04,2024-03-04,41004,41004,ON_TIME,0
R00003796,L0002304,C000436,2023-11-26,2023-12-11,33380,33380,LATE,15
R00003797,L0000769,C000958,2023-10-14,2023-10-14,10026,10026,ON_TIME,0
R00003798,L0001275,C000038,2026-02-14,2026-02-19,25751,25751,LATE,5
R00003799,L0002105,C000762,2026-08-08,2026-08-08,17927,17927,ON_TIME,0
R00003800,L0000397,C000983,2024-12-11,2025-02-09,40052,40052,LATE,60
R00003801,L0001566,C000310,2024-09-05,2024-12-04,12789,6394,OVERDUE,90
R00003802,L0001343,C000663,2025-12-10,2025-12-10,42321,42321,ON_TIME,0
R00003803,L0001606,C000087,2025-11-06,2025-11-06,8044,8044,ON_TIME,0
R00003804,L0000464,C000120,2024-06-02,2024-06-02,4995,4995,ON_TIME,0
R00003805,L0002461,C000320,2024-05-01,2024-05-16,43496,43496,LATE,15
R00003806,L0000809,C000350,2024-02-09,2024-02-09,21299,21299,ON_TIME,0
R00003807,L0001143,C000222,2024-02-19,2024-02-19,41298,41298,ON_TIME,0
R00003808,L0001729,C000110,2025-01-02,2025-01-02,48624,48624,ON_TIME,0
R00003809,L0001731,C000689,2025-02-19,2025-02-19,25327,25327,ON_TIME,0
R00003810,L0000377,C000574,2025-08-20,2025-09-19,48985,48985,LATE,30
R00003811,L0001445,C000060,2025-10-18,2025-10-18,6510,6510,ON_TIME,0
R00003812,L0001129,C000674,2025-03-14,2025-03-29,36307,36307,LATE,15
R00003813,L0001056,C000635,2026-01-11,2026-01-11,33205,33205,ON_TIME,0
R00003814,L0002162,C000630,2024-10-20,2024-10-20,5518,5518,ON_TIME,0
R00003815,L0001723,C000998,2026-07-13,2026-10-11,10574,0,OVERDUE,90
R00003816,L0000838,C000075,2025-10-11,2025-10-11,40716,40716,ON_TIME,0
R00003817,L0001383,C000622,2024-10-14,2024-10-14,41780,41780,ON_TIME,0
R00003818,L0002033,C000589,2025-04-04,2025-04-04,31906,31906,ON_TIME,0
R00003819,L0001913,C000369,2025-08-29,2025-08-29,16391,16391,ON_TIME,0
R00003820,L0000289,C000553,2023-10-08,2023-10-08,34181,34181,ON_TIME,0
R00003821,L0000194,C000364,2025-03-17,2025-05-16,40231,40231,LATE,60
R00003822,L0001406,C000810,2024-12-27,2025-01-26,15805,15805,LATE,30
R00003823,L0002486,C000214,2025-02-16,2025-02-16,12497,12497,ON_TIME,0
R00003824,L0002394,C000287,2025-11-29,2025-11-29,17015,17015,ON_TIME,0
R00003825,L0001246,C000907,2026-07-14,2026-08-13,23069,23069,LATE,30
R00003826,L0000489,C000928,2026-03-30,2026-03-30,4684,4684,ON_TIME,0
R00003827,L0002272,C000347,2025-10-08,2025-12-07,30768,30768,LATE,60
R00003828,L0001454,C000743,2024-03-10,2024-03-10,31521,31521,ON_TIME,0
R00003829,L0001713,C000387,2024-11-09,2024-11-09,9710,9710,ON_TIME,0
R00003830,L0001172,C000438,2026-08-17,2026-12-15,49961,24980,OVERDUE,120
R00003831,L0000135,C000761,2025-12-01,2025-12-31,36430,36430,LATE,30
R00003832,L0002046,C000983,2026-06-06,2026-06-06,27974,27974,ON_TIME,0
R00003833,L0002003,C000919,2023-10-19,2023-10-24,22293,22293,LATE,5
R00003834,L0000386,C000641,2024-05-03,2024-05-03,49386,49386,ON_TIME,0
R00003835,L0001815,C000069,2025-06-15,2025-07-15,18766,18766,LATE,30
R00003836,L0002224,C000623,2024-08-24,2024-08-24,3179,3179,ON_TIME,0
R00003837,L0002183,C000994,2026-07-07,2026-07-07,27231,27231,ON_TIME,0
R00003838,L0002465,C000257,2024-04-24,2024-04-24,25150,25150,ON_TIME,0
R00003839,L0001242,C000451,2025-03-24,2025-03-24,2244,2244,ON_TIME,0
R00003840,L0001160,C000798,2025-10-29,2025-11-03,31444,31444,LATE,5
R00003841,L0001310,C000721,2023-11-04,2023-11-04,48992,48992,ON_TIME,0
R00003842,L0000095,C000157,2024-09-30,2024-09-30,38020,38020,ON_TIME,0
R00003843,L0000875,C000325,2026-03-02,2026-04-01,9873,9873,LATE,30
R00003844,L0000921,C000136,2026-09-01,2026-10-01,13861,13861,LATE,30
R00003845,L0001778,C000403,2025-07-17,2025-08-01,44271,44271,LATE,15
R00003846,L0001264,C000168,2025-03-28,2025-03-28,9924,9924,ON_TIME,0
R00003847,L0000456,C000091,2024-08-02,2024-08-07,15928,15928,LATE,5
R00003848,L0002178,C000737,2024-02-02,2024-03-03,34993,34993,LATE,30
R00003849,L0000307,C000931,2024-07-14,2024-07-14,37204,37204,ON_TIME,0
R00003850,L0002199,C000065,2025-04-25,2025-04-25,38411,38411,ON_TIME,0
R00003851,L0000850,C000837,2026-06-05,2026-06-20,30859,30859,LATE,15
R00003852,L0002064,C000806,2024-03-02,2024-03-02,19132,19132,ON_TIME,0
R00003853,L0002344,C000293,2024-11-15,2024-11-30,16122,16122,LATE,15
R00003854,L0002079,C000198,2026-05-17,2026-05-22,14947,14947,LATE,5
R00003855,L0001030,C000407,2026-08-06,2026-09-05,21619,21619,LATE,30
R00003856,L0001230,C000252,2026-01-10,2026-01-25,25602,25602,LATE,15
R00003857,L0000705,C000456,2025-08-14,2025-08-19,30238,30238,LATE,5
R00003858,L0000503,C000834,2025-12-13,2025-12-18,45401,45401,LATE,5
R00003859,L0002060,C000820,2024-06-14,2024-06-29,28364,28364,LATE,15
R00003860,L0001669,C000877,2024-11-02,2024-11-02,28023,28023,ON_TIME,0
R00003861,L0002477,C000555,2026-08-06,2026-08-06,19902,19902,ON_TIME,0
R00003862,L0001758,C000070,2025-03-11,2025-03-11,17178,17178,ON_TIME,0
R00003863,L0001331,C000879,2025-02-12,2025-02-12,15263,15263,ON_TIME,0
R00003864,L0000226,C000223,2025-05-16,2025-05-16,19342,19342,ON_TIME,0
R00003865,L0000114,C000545,2026-03-20,2026-03-20,24285,24285,ON_TIME,0
R00003866,L0002481,C000961,2025-06-26,2025-06-26,49644,49644,ON_TIME,0
R00003867,L0002192,C000420,2024-11-19,2024-11-19,38858,38858,ON_TIME,0
R00003868,L0002224,C000623,2025-01-09,2025-01-09,36134,36134,ON_TIME,0
R00003869,L0000228,C000817,2024-07-09,2024-07-14,30376,30376,LATE,5
R00003870,L0002367,C000929,2023-11-19,2023-11-19,12093,12093,ON_TIME,0
R00003871,L0001793,C000511,2026-03-05,2026-06-03,13882,0,OVERDUE,90
R00003872,L0002454,C000493,2025-12-02,2025-12-02,27480,27480,ON_TIME,0
R00003873,L0000493,C000444,2026-09-11,2026-09-26,32650,32650,LATE,15
R00003874,L0001840,C000253,2025-03-03,2025-03-08,7789,7789,LATE,5
R00003875,L0001329,C000864,2026-04-25,2026-04-25,48368,48368,ON_TIME,0
R00003876,L0001851,C000501,2024-03-26,2024-03-26,38641,38641,ON_TIME,0
R00003877,L0000962,C000329,2025-07-21,2025-08-05,16779,16779,LATE,15
R00003878,L0000102,C000002,2025-08-23,2025-09-07,18542,18542,LATE,15
R00003879,L0000901,C000423,2026-02-13,2026-02-18,36670,36670,LATE,5
R00003880,L0002391,C000472,2025-03-09,2025-03-09,47173,47173,ON_TIME,0
R00003881,L0000568,C000515,2024-12-08,2024-12-08,24154,24154,ON_TIME,0
R00003882,L0000070,C000737,2024-03-06,2024-03-11,25686,25686,LATE,5
R00003883,L0001512,C000452,2023-09-29,2023-10-14,38207,38207,LATE,15
R00003884,L0001190,C000462,2025-10-31,2025-11-30,48514,48514,LATE,30
R00003885,L0002500,C000376,2026-08-16,2026-08-16,18908,18908,ON_TIME,0
R00003886,L0001080,C000162,2024-05-02,2024-05-02,42806,42806,ON_TIME,0
R00003887,L0001504,C000528,2025-09-10,2025-09-10,39605,39605,ON_TIME,0
R00003888,L0001558,C000275,2026-08-09,2026-08-24,8842,8842,LATE,15
R00003889,L0002495,C000796,2024-05-07,2024-05-07,28877,28877,ON_TIME,0
R00003890,L0001875,C000512,2025-12-07,2025-12-07,47177,47177,ON_TIME,0
R00003891,L0001621,C000513,2024-12-10,2024-12-10,39761,39761,ON_TIME,0
R00003892,L0000128,C000054,2026-05-13,2026-05-13,34038,34038,ON_TIME,0
R00003893,L0002120,C000859,2026-01-31,2026-01-31,30027,30027,ON_TIME,0
