credit_id,customer_id,credit_score,total_accounts,active_accounts,overdue_accounts,credit_utilization,record_date
CR0000480,C000931,303,10,5,0,0.94,2025-02-23
CR0000481,C000384,681,11,5,3,0.72,2025-01-05
CR0000482,C000825,307,6,7,0,0.17,2026-01-25
CR0000483,C000507,398,10,8,4,0.74,2025-04-14
CR0000484,C000961,439,8,7,4,0.95,2025-10-27
CR0000485,C000123,648,2,9,0,0.76,2025-08-31
CR0000486,C000933,624,4,4,4,0.79,2025-08-02
CR0000487,C000644,600,1,1,0,0.9,2025-03-20
CR0000488,C000735,440,12,4,3,0.95,2026-09-14
CR0000489,C000651,587,6,6,0,0.93,2025-01-29
CR0000490,C000731,672,2,7,2,0.71,2026-01-03
CR0000491,C000365,716,1,0,2,0.34,2026-03-07
CR0000492,C000039,395,14,2,4,0.59,2024-10-15
CR0000493,C000331,402,6,1,0,0.93,2025-12-23
CR0000494,C000127,641,6,1,1,0.57,2025-02-02
CR0000495,C000146,896,13,1,1,0.09,2026-03-27
CR0000496,C000077,618,14,8,4,0.87,2025-10-09
CR0000497,C000723,381,13,8,4,0.83,2026-01-04
CR0000498,C000733,859,5,8,5,0.32,2024-11-23
CR0000499,C000511,713,13,0,2,0.88,2026-01-16
CR0000500,C000357,730,2,10,2,0.29,2026-06-19
CR0000501,C000530,353,3,1,0,0.9,2026-05-16
CR0000502,C000313,304,2,7,0,0.47,2025-05-07
CR0000503,C000899,669,7,8,0,0.29,2025-06-13
CR0000504,C000615,874,15,3,0,0.35,2025-08-07
CR0000505,C000829,489,11,9,5,0.83,2024-09-19
CR0000506,C000795,317,8,3,5,0.69,2025-11-23
CR0000507,C000442,473,12,10,4,0.26,2025-03-18
CR0000508,C000050,717,1,10,4,0.84,2025-02-12
CR0000509,C000710,890,13,3,3,0.54,2024-12-16
CR0000510,C000782,360,7,3,4,0.65,2025-11-01
CR0000511,C000896,497,14,8,2,0.36,2024-11-29
CR0000512,C000569,714,10,6,4,0.31,2026-01-09
CR0000513,C000736,555,10,1,5,0.43,2025-06-24
CR0000514,C000186,809,1,1,3,0.58,2026-07-18
CR0000515,C000316,559,12,2,4,0.22,2026-04-30
CR0000516,C000552,894,2,10,1,0.17,2025-11-09
CR0000517,C000295,341,4,3,5,0.09,2025-10-15
CR0000518,C000797,373,11,6,1,0.92,2025-03-05
CR0000519,C000817,583,2,9,0,0.64,2025-09-11
CR0000520,C000015,413,14,0,3,0.15,2026-05-07
CR0000521,C000180,511,8,2,1,0.7,2026-01-15
CR0000522,C000771,426,14,5,2,0.93,2026-02-10
CR0000523,C000592,687,11,8,5,0.3,2025-02-24
CR0000524,C000851,506,14,10,1,0.24,2025-04-18
CR0000525,C000443,661,4,10,5,0.27,2024-10-27
CR0000526,C000527,800,5,6,0,0.28,2025-02-13
CR0000527,C000425,743,8,2,0,0.75,2024-12-12
CR0000528,C000053,361,12,7,4,0.31,2026-05-27
CR0000529,C000706,723,2,4,1,0.31,2025-01-09
CR0000530,C000138,481,7,0,3,0.76,2026-03-02
CR0000531,C000196,842,2,9,3,0.36,2026-07-03
CR0000532,C000962,529,8,3,5,0.83,2026-08-24
CR0000533,C000345,788,7,4,1,0.48,2025-09-19
CR0000534,C000200,748,15,2,0,0.75,2025-10-07
CR0000535,C000617,797,7,3,4,0.51,2025-01-30
CR0000536,C000619,448,2,4,5,0.38,2025-01-18
CR0000537,C000199,560,12,1,2,0.83,2026-02-18
CR0000538,C000955,828,13,4,5,0.41,2026-09-02
CR0000539,C000387,364,10,1,1,0.86,2024-10-19
CR0000540,C000272,558,13,3,5,0.89,2024-10-27
CR0000541,C000390,888,13,8,1,0.61,2026-01-29
CR0000542,C000789,841,1,2,0,0.34,2025-06-25
CR0000543,C000440,867,7,9,2,0.05,2025-04-25
CR0000544,C000344,498,3,1,5,0.33,2025-02-25
CR0000545,C000874,735,5,4,4,0.23,2025-08-19
CR0000546,C000511,711,11,9,4,0.56,2025-03-30
CR0000547,C000029,398,7,7,4,0.23,2025-06-02
CR0000548,C000155,550,6,0,2,0.37,2026-01-08
CR0000549,C000410,546,9,5,3,0.25,2026-06-03
CR0000550,C000781,875,1,1,0,0.56,2026-08-08
CR0000551,C000275,440,4,6,0,0.23,2026-04-28
CR0000552,C000385,722,9,1,0,0.66,2025-09-02
CR0000553,C000602,861,8,2,1,0.71,2024-10-19
CR0000554,C000979,523,6,1,0,0.28,2024-12-06
CR0000555,C000658,718,2,4,5,0.58,2026-04-14
CR0000556,C000079,760,15,3,0,0.36,2024-10-26
CR0000557,C000400,542,10,1,0,0.77,2026-09-04
CR0000558,C000369,849,12,10,1,0.09,2025-11-07
CR0000559,C000318,583,9,2,5,0.73,2025-01-30
CR0000560,C000213,306,15,7,1,0.77,2025-01-16
CR0000561,C000127,638,2,1,4,0.57,2026-05-19
CR0000562,C000202,889,5,0,3,0.68,2024-10-08
CR0000563,C000279,665,13,7,4,0.68,2025-09-27
CR0000564,C000317,327,12,1,5,0.56,2025-10-20
CR0000565,C000429,581,4,2,1,0.26,2024-12-15
CR0000566,C000766,346,12,2,1,0.79,2024-11-10
CR0000567,C000022,502,3,4,3,0.11,2026-08-12
CR0000568,C000296,760,4,9,1,0.08,2025-03-17
CR0000569,C000958,509,6,10,2,0.8,2026-03-30
CR0000570,C000763,742,3,1,1,0.48,2025-08-27
CR0000571,C000187,307,3,5,0,0.53,2025-12-20
CR0000572,C000060,730,2,1,1,0.24,2025-12-10
CR0000573,C000576,457,7,1,3,0.26,2025-05-27
CR0000574,C000804,470,5,8,5,0.55,2025-08-07
CR0000575,C000011,843,15,9,4,0.94,2025-02-17
CR0000576,C000009,763,3,9,4,0.64,2026-04-19
CR0000577,C000472,520,8,6,1,0.6,2026-02-23
CR0000578,C000344,755,5,5,2,0.6,2026-08-14
CR0000579,C000966,320,4,6,2,0.39,2025-05-26
CR0000580,C000171,848,8,1,4,0.15,2025-03-13
CR0000581,C000254,429,15,0,1,0.71,2026-05-14
CR0000582,C000735,846,14,1,4,0.48,2024-12-10
CR0000583,C000900,894,12,2,0,0.52,2025-05-27
CR0000584,C000915,851,15,3,1,0.27,2025-03-11
CR0000585,C000365,351,9,9,4,0.85,2024-12-01
CR0000586,C000607,547,9,8,0,0.36,2025-03-19
CR0000587,C000398,850,2,4,2,0.35,2026-04-12
CR0000588,C000503,439,14,2,0,0.43,2025-08-02
CR0000589,C000856,510,3,3,5,0.62,2026-07-23
CR0000590,C000185,830,3,9,3,0.11,2025-02-18
CR0000591,C000747,859,2,5,3,0.2,2025-07-04
CR0000592,C000534,582,14,5,0,0.08,2026-08-09
CR0000593,C000693,311,13,0,5,0.67,2025-03-06
CR0000594,C000270,331,2,5,1,0.73,2024-11-12
CR0000595,C000616,899,2,1,5,0.22,2025-09-16
CR0000596,C000081,400,8,8,5,0.38,2025-12-14
CR0000597,C000247,326,12,2,2,0.33,2025-09-27
CR0000598,C000792,417,13,8,5,0.31,2024-10-28
CR0000599,C000614,599,5,2,0,0.54,2026-08-08
CR0000600,C000703,451,10,10,4,0.54,2025-08-20
CR0000601,C000576,594,8,8,0,0.19,2025-01-06
CR0000602,C000282,595,9,9,0,0.33,2025-03-02
CR0000603,C000018,780,1,8,3,0.47,2026-09-06
CR0000604,C000079,345,10,0,0,0.65,2026-01-02
CR0000605,C000122,551,7,5,5,0.36,2025-09-04
CR0000606,C000216,670,12,8,2,0.53,2025-02-01
CR0000607,C000741,714,7,9,0,0.26,2025-07-13
CR0000608,C000665,452,13,4,4,0.26,2025-07-03
CR0000609,C000299,629,6,10,0,0.38,2024-12-30
CR0000610,C000132,474,13,9,3,0.71,2025-09-06
CR0000611,C000927,865,12,0,5,0.47,2026-03-29
CR0000612,C000536,716,4,3,3,0.59,2025-02-13
CR0000613,C000805,871,8,9,2,0.76,2026-01-19
CR0000614,C000651,317,13,9,5,0.91,2025-06-21
CR0000615,C000444,838,3,2,0,0.1,2025-04-13
CR0000616,C000273,348,15,1,3,0.28,2025-02-20
CR0000617,C000527,841,2,8,4,0.71,2025-06-03
CR0000618,C000686,567,11,4,5,0.21,2024-12-23
CR0000619,C000102,785,8,3,4,0.22,2024-10-10
CR0000620,C000734,492,9,10,0,0.41,2026-03-07
CR0000621,C000313,548,3,10,0,0.18,2025-12-01
CR0000622,C000547,709,10,10,2,0.7,2024-11-01
CR0000623,C000753,834,10,10,5,0.65,2025-04-21
CR0000624,C000045,614,7,4,1,0.07,2024-12-31
CR0000625,C000710,729,13,2,2,0.7,2024-12-11
CR0000626,C000635,841,7,3,0,0.33,2026-07-09
CR0000627,C000855,557,2,7,0,0.79,2025-09-12
CR0000628,C000121,598,11,6,1,0.37,2025-09-07
CR0000629,C000287,682,13,4,0,0.22,2025-08-06
CR0000630,C000435,534,12,10,2,0.36,2025-01-26
CR0000631,C000141,491,5,3,5,0.07,2026-04-29
CR0000632,C000805,386,8,6,2,0.42,2025-06-09
CR0000633,C000814,586,14,4,4,0.57,2025-03-05
CR0000634,C000138,843,9,0,1,0.71,2026-08-05
CR0000635,C000748,677,4,8,5,0.5,2025-05-03
CR0000636,C000653,482,14,4,2,0.7,2025-12-28
CR0000637,C000868,437,8,9,5,0.11,2025-01-15
CR0000638,C000497,648,1,4,5,0.63,2026-05-22
CR0000639,C000690,598,4,3,1,0.24,2026-05-26
CR0000640,C000953,663,4,8,2,0.58,2026-01-24
CR0000641,C000963,425,7,3,1,0.78,2026-01-03
CR0000642,C000537,392,2,9,3,0.52,2026-08-20
CR0000643,C000696,426,9,0,4,0.93,2025-01-25
CR0000644,C000928,546,10,1,5,0.66,2025-12-09
CR0000645,C000717,804,4,2,3,0.63,2025-11-19
CR0000646,C000343,531,1,6,0,0.7,2026-07-12
CR0000647,C000107,385,15,9,4,0.5,2025-03-13
CR0000648,C000610,635,7,1,3,0.91,2024-11-22
CR0000649,C000425,716,13,8,5,0.83,2025-08-01
CR0000650,C000733,308,1,2,1,0.79,2026-07-13
CR0000651,C000117,330,10,1,2,0.75,2025-10-26
CR0000652,C000844,414,9,2,4,0.52,2025-09-30
CR0000653,C000003,313,4,6,2,0.48,2026-07-17
CR0000654,C000507,809,5,4,4,0.16,2025-03-03
CR0000655,C000519,725,15,0,4,0.66,2025-12-19
CR0000656,C000356,701,6,9,2,0.17,2025-09-18
CR0000657,C000496,359,2,4,4,0.11,2026-06-28
CR0000658,C000811,426,14,8,5,0.74,2025-09-10
CR0000659,C000712,593,2,8,2,0.25,2025-04-20
CR0000660,C000778,706,9,7,2,0.8,2024-09-27
CR0000661,C000739,900,3,6,1,0.2,2026-04-06
CR0000662,C000829,461,4,9,4,0.51,2025-08-14
CR0000663,C000660,375,4,7,2,0.35,2026-04-10
CR0000664,C000246,728,2,1,2,0.89,2026-07-25
CR0000665,C000744,601,3,8,4,0.42,2025-03-26
CR0000666,C000705,343,14,5,5,0.07,2025-03-27
CR0000667,C000970,645,4,7,3,0.44,2025-05-28
CR0000668,C000418,347,9,1,0,0.72,2025-08-19
CR0000669,C000254,736,13,0,0,0.9,2025-12-10
CR0000670,C000175,356,9,3,2,0.4,2025-03-07
CR0000671,C000447,390,14,0,3,0.19,2026-08-09
CR0000672,C000108,766,2,5,5,0.24,2026-09-06
CR0000673,C000919,479,13,3,2,0.86,2025-12-19
CR0000674,C000435,664,1,6,4,0.55,2025-01-09
CR0000675,C000689,746,10,1,3,0.61,2026-08-26
CR0000676,C000672,796,7,8,5,0.86,2025-12-05
CR0000677,C000064,515,9,4,2,0.72,2026-08-14
CR0000678,C000489,341,2,3,2,0.86,2024-09-19
CR0000679,C000224,305,13,8,3,0.75,2025-08-06
CR0000680,C000528,650,5,3,3,0.83,2024-10-20
CR0000681,C000702,863,12,8,1,0.42,2024-10-17
CR0000682,C000322,517,4,10,2,0.6,2025-09-16
CR0000683,C000501,427,1,1,5,0.38,2026-04-08
CR0000684,C000748,318,10,0,4,0.38,2026-05-05
CR0000685,C000369,878,10,1,2,0.31,2025-10-12
CR0000686,C000118,486,15,0,5,0.95,2024-10-12
CR0000687,C000645,561,10,2,3,0.73,2025-08-12
CR0000688,C000986,886,10,10,3,0.74,2025-11-02
CR0000689,C000556,886,13,6,5,0.32,2025-07-19
CR0000690,C000205,865,11,9,4,0.72,2025-09-23
CR0000691,C000897,767,2,8,2,0.18,2026-06-06
CR0000692,C000939,674,10,6,5,0.91,2026-05-28
CR0000693,C000892,554,3,5,4,0.14,2026-03-11
CR0000694,C000908,321,13,8,2,0.56,2026-06-15
CR0000695,C000866,499,3,3,0,0.22,2024-12-01
CR0000696,C000519,528,5,2,3,0.41,2025-09-02
CR0000697,C000355,873,1,6,4,0.68,2025-10-05
CR0000698,C000330,871,8,2,3,0.63,2025-03-21
CR0000699,C000969,768,13,6,0,0.63,2024-11-19
CR0000700,C000465,478,12,3,2,0.56,2025-11-23
CR0000701,C000723,533,9,9,1,0.34,2026-04-23
CR0000702,C000820,670,11,3,4,0.17,2024-09-25
CR0000703,C000504,874,13,0,2,0.8,2026-03-08
CR0000704,C000622,652,7,10,0,0.93,2026-04-07
CR0000705,C000435,879,10,6,2,0.08,2025-07-28
CR0000706,C000357,450,7,9,2,0.54,2025-03-04
CR0000707,C000458,450,7,10,2,0.13,2024-12-28
CR0000708,C000998,863,7,9,3,0.36,2025-06-21
CR0000709,C000983,374,15,3,0,0.56,2025-05-03
CR0000710,C000807,736,2,10,5,0.84,2025-03-20
CR0000711,C000487,494,13,8,2,0.56,2026-02-01
CR0000712,C000423,423,5,3,2,0.41,2024-11-25
CR0000713,C000641,452,4,9,2,0.81,2024-09-28
CR0000714,C000679,578,11,0,0,0.8,2025-09-23
CR0000715,C000606,468,8,3,0,0.06,2026-02-17
CR0000716,C000372,826,7,9,3,0.87,2025-05-10
CR0000717,C000236,698,2,0,0,0.8,2025-01-19
CR0000718,C000438,696,9,3,0,0.12,2026-03-16
CR0000719,C000804,497,14,9,2,0.79,2025-09-07
CR0000720,C000544,326,1,1,3,0.53,2026-07-14
CR0000721,C000551,585,2,4,5,0.6,2025-12-03
CR0000722,C000004,629,1,7,3,0.75,2026-04-19
CR0000723,C000626,834,4,9,3,0.63,2025-12-13
CR0000724,C000988,447,1,5,1,0.62,2024-10-04
CR0000725,C000106,576,1,7,3,0.45,2025-09-04
CR0000726,C000633,588,7,2,0,0.69,2025-09-11
CR0000727,C000286,759,15,2,5,0.41,2026-05-08
CR0000728,C000793,721,11,2,4,0.17,2025-01-01
CR0000729,C000891,319,9,1,5,0.84,2026-07-27
CR0000730,C000339,785,15,6,0,0.93,2026-03-16
CR0000731,C000265,878,12,9,0,0.74,2025-07-27
CR0000732,C000194,569,1,6,4,0.66,2025-02-06
CR0000733,C000750,569,2,3,1,0.23,2026-05-22
CR0000734,C000625,537,2,2,2,0.37,2026-07-24
CR0000735,C000325,475,4,5,3,0.15,2025-06-30
CR0000736,C000236,857,15,1,3,0.06,2026-01-15
CR0000737,C000416,468,11,1,0,0.59,2025-09-11
CR0000738,C000433,300,7,1,1,0.73,2026-03-16
CR0000739,C000154,543,14,8,5,0.34,2026-01-20
CR0000740,C000971,778,8,8,4,0.93,2024-09-17
CR0000741,C000817,685,2,3,1,0.45,2026-07-16
CR0000742,C000704,858,5,4,2,0.58,2026-01-16
CR0000743,C000697,472,14,9,2,0.09,2024-11-09
CR0000744,C000812,705,5,8,0,0.93,2025-07-11
CR0000745,C000143,396,7,4,2,0.95,2026-08-10
CR0000746,C000263,542,8,3,5,0.28,2026-03-06
CR0000747,C000820,404,7,7,4,0.15,2025-06-01
CR0000748,C000625,445,15,7,5,0.76,2025-11-02
CR0000749,C000130,825,3,2,0,0.06,2024-10-11
CR0000750,C000618,465,11,1,3,0.85,2025-05-04
CR0000751,C000871,849,14,2,0,0.62,2025-08-12
CR0000752,C000874,567,9,6,1,0.57,2026-04-23
CR0000753,C000238,648,12,7,5,0.67,2025-04-13
CR0000754,C000691,748,4,6,1,0.84,2026-03-12
CR0000755,C000593,852,4,1,4,0.21,2026-01-04
CR0000756,C000866,626,7,0,2,0.26,2025-11-11
CR0000757,C000116,760,12,0,3,0.76,2025-12-06
CR0000758,C000782,857,12,10,3,0.41,2026-05-26
CR0000759,C000464,421,8,7,5,0.1,2025-02-23
CR0000760,C000452,808,4,6,4,0.75,2026-05-20
CR0000761,C000206,450,14,0,2,0.74,2026-03-01
CR0000762,C000577,685,9,2,0,0.64,2024-11-17
CR0000763,C000546,475,3,3,5,0.36,2026-01-10
CR0000764,C000139,463,2,6,5,0.84,2026-08-01
CR0000765,C000907,674,1,5,4,0.94,2025-06-03
CR0000766,C000435,407,11,4,3,0.56,2026-04-10
CR0000767,C000027,374,9,10,1,0.12,2026-09-10
CR0000768,C000246,884,3,5,4,0.41,2024-10-28
CR0000769,C000647,767,13,9,0,0.55,2025-10-20
CR0000770,C000544,847,13,10,2,0.26,2026-08-23
CR0000771,C000004,854,5,8,0,0.91,2026-02-22
CR0000772,C000325,429,15,0,2,0.77,2025-06-25
CR0000773,C000437,535,11,8,3,0.93,2026-08-06
CR0000774,C000967,556,9,4,5,0.17,2024-10-26
CR0000775,C000492,645,14,9,4,0.55,2024-12-11
CR0000776,C000146,367,11,1,2,0.36,2025-07-10
CR0000777,C000425,858,9,7,0,0.68,2025-06-26
CR0000778,C000706,751,2,5,1,0.26,2025-09-12
CR0000779,C000213,857,7,7,3,0.48,2026-01-09
CR0000780,C000954,852,13,10,1,0.07,2024-10-17
CR0000781,C000289,762,5,6,0,0.92,2025-06-26
CR0000782,C000519,365,12,10,5,0.93,2025-06-27
CR0000783,C000252,806,10,8,3,0.4,2025-01-30
CR0000784,C000318,453,14,9,4,0.87,2026-02-01
CR0000785,C000908,817,8,2,1,0.34,2025-11-24
CR0000786,C000188,890,4,7,5,0.08,2026-03-17
CR0000787,C000172,844,6,10,4,0.05,2024-11-07
CR0000788,C000870,490,11,10,1,0.38,2025-11-25
CR0000789,C000116,575,15,0,5,0.86,2026-03-20
CR0000790,C000506,669,13,6,3,0.7,2026-05-09
CR0000791,C000606,639,11,7,4,0.08,2025-02-22
CR0000792,C000410,427,3,4,4,0.21,2025-01-01
CR0000793,C000145,650,14,5,2,0.28,2025-06-03
CR0000794,C000586,836,7,7,4,0.4,2025-03-20
CR0000795,C000227,443,6,9,2,0.22,2025-11-09
CR0000796,C000090,552,11,2,5,0.53,2024-12-13
CR0000797,C000615,889,14,4,3,0.8,2026-02-02
CR0000798,C000827,527,14,3,4,0.91,2025-09-22
CR0000799,C000127,886,15,1,2,0.41,2026-04-11
CR0000800,C000013,566,2,10,5,0.87,2026-09-15
CR0000801,C000367,491,9,5,5,0.94,2026-04-23
CR0000802,C000688,794,3,5,3,0.2,2025-12-10
CR0000803,C000074,889,3,6,4,0.25,2026-07-24
CR0000804,C000375,527,6,8,4,0.75,2026-03-15
CR0000805,C000360,678,2,3,4,0.15,2025-02-25
CR0000806,C000635,700,6,5,0,0.91,2026-04-24
CR0000807,C000284,801,9,4,3,0.9,2026-04-17
CR0000808,C000039,872,6,0,4,0.34,2026-04-29
CR0000809,C000841,799,13,10,2,0.79,2025-03-10
CR0000810,C000631,529,1,3,2,0.62,2025-05-22
CR0000811,C000591,422,15,10,4,0.79,2025-06-16
CR0000812,C000639,376,15,1,3,0.59,2026-08-14
CR0000813,C000231,468,1,3,4,0.8,2025-04-11
CR0000814,C000613,641,10,3,2,0.76,2025-10-12
CR0000815,C000763,388,14,5,1,0.41,2026-02-26
CR0000816,C000540,390,6,4,3,0.15,2025-08-10
CR0000817,C000945,635,4,1,1,0.71,2025-04-19
CR0000818,C000359,674,10,3,3,0.48,2024-10-28
CR0000819,C000594,837,2,3,3,0.45,2024-11-04
CR0000820,C000708,624,1,0,4,0.29,2025-07-02
CR0000821,C000934,453,12,10,0,0.31,2025-06-11
CR0000822,C000686,389,1,5,1,0.46,2025-09-02
CR0000823,C000829,841,2,9,4,0.48,2025-09-28
CR0000824,C000470,361,10,2,3,0.06,2025-10-10
CR0000825,C000160,669,3,3,4,0.52,2025-10-30
CR0000826,C000513,656,7,2,1,0.89,2026-06-22
CR0000827,C000284,870,13,6,3,0.1,2024-12-20
CR0000828,C000218,632,14,9,4,0.42,2025-09-16
CR0000829,C000693,760,9,7,2,0.32,2026-03-21
CR0000830,C000890,471,3,7,5,0.35,2025-11-03
CR0000831,C000604,645,12,10,2,0.54,2026-02-24
CR0000832,C000127,647,12,9,3,0.92,2026-06-19
CR0000833,C000466,624,13,9,2,0.21,2025-11-03
CR0000834,C000723,431,5,9,0,0.92,2026-08-15
CR0000835,C000627,738,6,0,1,0.89,2025-05-01
CR0000836,C000588,306,15,0,0,0.19,2025-09-02
CR0000837,C000604,614,6,10,1,0.58,2026-01-11
CR0000838,C000948,537,2,3,1,0.63,2025-06-28
CR0000839,C000107,418,13,5,2,0.11,2026-05-30
CR0000840,C000152,305,6,5,3,0.08,2026-02-20
CR0000841,C000445,508,11,10,3,0.55,2026-03-08
CR0000842,C000109,486,11,1,2,0.32,2026-06-06
CR0000843,C000363,832,9,9,3,0.4,2026-09-16
CR0000844,C000236,802,3,7,5,0.94,2026-08-02
CR0000845,C000541,527,7,7,5,0.76,2024-11-05
CR0000846,C000430,599,11,6,1,0.72,2025-02-09
CR0000847,C000544,432,6,8,5,0.68,2026-08-09
CR0000848,C000660,677,5,3,0,0.52,2026-08-03
CR0000849,C000503,477,12,8,0,0.71,2025-09-06
CR0000850,C000964,494,14,1,1,0.23,2024-11-22
CR0000851,C000111,446,15,10,0,0.61,2024-11-17
CR0000852,C000032,394,1,6,5,0.06,2025-07-16
CR0000853,C000961,392,9,3,3,0.29,2026-08-14
CR0000854,C000531,463,4,8,3,0.36,2025-02-01
CR0000855,C000325,845,3,7,3,0.52,2025-04-27
CR0000856,C000332,389,11,7,1,0.76,2024-11-14
CR0000857,C000839,658,8,7,2,0.28,2024-12-09
CR0000858,C000720,671,9,10,2,0.49,2025-01-21
CR0000859,C000637,688,3,9,0,0.34,2025-04-18
CR0000860,C000426,392,9,10,5,0.46,2024-12-12
CR0000861,C000441,867,4,1,3,0.1,2026-03-11
CR0000862,C000154,486,12,7,0,0.63,2025-01-08
CR0000863,C000825,479,2,7,5,0.24,2025-10-06
CR0000864,C000559,753,13,3,4,0.64,2025-01-10
CR0000865,C000007,490,14,0,2,0.21,2026-07-27
CR0000866,C000539,458,10,9,4,0.24,2025-02-21
CR0000867,C000926,721,15,2,0,0.71,2025-10-25
CR0000868,C000879,634,11,9,0,0.63,2026-01-16
CR0000869,C000024,541,9,8,1,0.26,2024-10-03
CR0000870,C000065,470,6,10,2,0.68,2025-05-01
CR0000871,C000978,550,13,9,4,0.23,2025-08-05
CR0000872,C000317,869,5,4,3,0.16,2026-02-28
CR0000873,C000782,774,12,7,1,0.2,2025-11-10
CR0000874,C000124,702,5,3,0,0.56,2026-09-09
CR0000875,C000571,567,14,4,4,0.78,2024-12-27
CR0000876,C000093,810,10,1,1,0.85,2025-09-19
CR0000877,C000954,896,8,0,1,0.56,2025-06-12
CR0000878,C000971,750,2,2,0,0.35,2025-08-08
CR0000879,C000692,779,13,8,3,0.7,2025-08-26
CR0000880,C000476,519,8,5,1,0.57,2026-04-11
CR0000881,C000941,871,15,8,1,0.17,2026-01-29
CR0000882,C000960,328,13,10,0,0.17,2024-10-02
CR0000883,C000266,673,7,0,4,0.22,2025-04-30
CR0000884,C000078,338,15,0,2,0.73,2025-02-09
CR0000885,C000898,800,10,10,3,0.52,2024-11-03
CR0000886,C000577,818,14,9,3,0.36,2024-10-03
CR0000887,C000079,515,12,5,5,0.51,2026-07-25
CR0000888,C000038,489,4,10,4,0.4,2026-05-31
CR0000889,C000125,362,13,0,1,0.07,2025-03-15
CR0000890,C000003,609,4,6,5,0.12,2026-06-26
CR0000891,C000049,886,14,9,2,0.15,2025-10-24
CR0000892,C000813,368,6,2,1,0.83,2026-01-29
CR0000893,C000625,884,15,1,0,0.75,2025-06-03
CR0000894,C000750,891,3,9,5,0.36,2025-08-01
CR0000895,C000762,324,2,4,1,0.48,2025-12-09
CR0000896,C000992,823,4,0,4,0.79,2025-06-09
CR0000897,C000908,305,10,6,3,0.12,2026-02-07
CR0000898,C000075,811,2,9,0,0.18,2026-01-30
CR0000899,C000626,349,11,2,5,0.19,2026-05-20
CR0000900,C000425,512,3,1,5,0.88,2025-05-27
CR0000901,C000175,771,7,7,5,0.18,2025-09-28
CR0000902,C000447,417,10,10,0,0.15,2025-12-20
CR0000903,C000137,691,7,1,1,0.87,2026-02-15
CR0000904,C000137,342,2,9,5,0.08,2026-03-11
CR0000905,C000835,439,12,5,5,0.72,2025-11-01
CR0000906,C000846,841,13,7,1,0.23,2026-07-01
CR0000907,C000714,519,1,4,4,0.22,2025-11-16
CR0000908,C000502,689,6,3,4,0.06,2025-08-27
CR0000909,C000485,483,8,10,5,0.78,2025-09-06
CR0000910,C000798,833,2,2,2,0.21,2025-05-10
CR0000911,C000326,392,5,0,4,0.66,2025-11-30
CR0000912,C000330,837,3,5,0,0.57,2024-12-27
CR0000913,C000905,634,3,2,4,0.31,2026-08-14
CR0000914,C000113,431,1,9,1,0.68,2026-05-22
CR0000915,C000628,675,6,6,0,0.78,2025-05-12
CR0000916,C000010,301,13,3,5,0.65,2025-01-27
CR0000917,C000981,653,3,9,3,0.79,2026-05-22
CR0000918,C000457,399,4,7,0,0.18,2025-04-05
CR0000919,C000668,495,7,5,4,0.34,2025-03-11
CR0000920,C000328,675,7,4,1,0.24,2025-09-27
CR0000921,C000252,327,5,1,5,0.75,2025-07-01
CR0000922,C000973,326,3,7,0,0.43,2025-04-27
CR0000923,C000495,670,10,2,3,0.26,2026-05-06
CR0000924,C000289,806,5,0,1,0.59,2026-07-04
CR0000925,C000193,362,8,1,3,0.43,2024-10-22
CR0000926,C000878,322,7,3,1,0.16,2025-01-09
CR0000927,C000239,588,9,10,0,0.36,2025-06-17
CR0000928,C000382,567,14,2,5,0.62,2025-04-24
CR0000929,C000508,307,4,4,0,0.27,2025-09-05
CR0000930,C000909,427,1,9,2,0.87,2025-01-23
CR0000931,C000501,715,8,9,5,0.46,2026-01-09
CR0000932,C000714,733,15,4,4,0.11,2026-09-03
CR0000933,C000076,753,10,10,2,0.38,2025-01-18
CR0000934,C000990,735,14,2,1,0.28,2026-03-22
CR0000935,C000319,408,3,4,3,0.44,2025-11-05
CR0000936,C000404,413,1,8,0,0.74,2025-04-25
CR0000937,C000562,826,2,0,1,0.07,2025-02-04
CR0000938,C000300,722,9,3,0,0.45,2025-01-30
CR0000939,C000399,582,13,1,3,0.2,2026-06-29
CR0000940,C000678,828,1,8,0,0.52,2026-03-20
CR0000941,C000556,675,8,1,1,0.58,2026-03-08
CR0000942,C000461,410,6,0,3,0.13,2026-08-19
CR0000943,C000077,820,1,6,3,0.14,2026-02-15
CR0000944,C000180,355,8,3,2,0.12,2026-05-26
CR0000945,C000576,348,14,4,2,0.92,2025-01-13
CR0000946,C000414,582,8,4,1,0.77,2025-01-19
CR0000947,C000751,479,2,3,0,0.07,2025-03-19
CR0000948,C000971,745,3,5,4,0.82,2024-12-15
CR0000949,C000523,663,8,6,5,0.44,2024-10-17
CR0000950,C000641,559,8,0,1,0.16,2025-05-19
CR0000951,C000831,305,6,3,5,0.77,2025-12-06
CR0000952,C000886,505,10,6,1,0.79,2024-12-23
CR0000953,C000226,750,15,4,3,0.85,2025-08-24
CR0000954,C000342,747,14,2,0,0.37,2025-04-06
CR0000955,C000677,365,9,3,1,0.68,2025-06-30
CR0000956,C000358,786,1,0,0,0.93,2025-02-06
CR0000957,C000673,712,7,6,0,0.33,2025-02-22
CR0000958,C000267,638,11,9,0,0.73,2025-11-26
CR0000959,C000070,419,1,7,4,0.49,2026-03-19
CR0000960,C000937,778,2,4,0,0.07,2024-10-12
